time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-01-01T11:25:04.500Z,36.8042,-97.8514,5.454,3,ml,,66,,0.65,us,us10004aqc,2016-03-28T22:09:32.040Z,"10 km W of Medford, Oklahoma",earthquake,1.9,5.1,,,reviewed,tul,tul
2016-01-01T11:39:39.800Z,35.6688,-97.4065,5.825,4.2,mwr,,49,,0.81,us,us10004aqg,2020-07-10T14:56:33.959Z,"6 km ENE of Edmond, Oklahoma",earthquake,1.8,4.6,0.03,104,reviewed,tul,us
2016-01-01T20:28:07.600Z,35.8209,-97.4362,5.632,3.4,ml,,68,,0.59,us,us10004ark,2020-03-20T00:54:16.315Z,"6 km S of Guthrie, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2016-01-01T22:08:04.700Z,35.6661,-97.3992,6.696,3,ml,,53,,0.6,us,us10004as5,2016-03-28T22:09:32.040Z,"6 km W of Arcadia, Oklahoma",earthquake,2.2,5.9,,,reviewed,tul,tul
2016-01-01T22:40:26.600Z,35.9533,-97.3969,6.886,3.1,ml,,65,,0.29,us,us10004as8,2016-03-28T22:09:32.040Z,"8 km NNE of Guthrie, Oklahoma",earthquake,1.3,4.5,,,reviewed,tul,tul
2016-01-01T23:15:58.850Z,35.9688,-97.4016,5,3.2,mb_lg,,65,0.177,0.43,us,us10004asf,2016-03-28T22:09:32.040Z,"10 km NNE of Guthrie, Oklahoma",earthquake,1.2,2,0.228,5,reviewed,us,us
2016-01-02T00:02:38.100Z,36.4865,-98.7376,7.779,3,ml,,117,,0.68,us,us10004asn,2016-03-28T22:09:32.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,1.7,6.7,,,reviewed,tul,tul
2016-01-02T04:50:25.720Z,46.5301667,-121.3475,8.67,3.06,ml,23,80,0.1837,0.16,uw,uw61115856,2016-07-22T20:01:42.870Z,"26 km ESE of Packwood, Washington",earthquake,0.5,0.84,0.134,108,reviewed,uw,uw
2016-01-02T05:08:11.500Z,36.8214,-97.7101,5.561,3,ml,,51,,0.58,us,us10004au9,2016-03-28T22:09:33.040Z,"2 km NE of Medford, Oklahoma",earthquake,1.2,6.9,,,reviewed,tul,tul
2016-01-02T05:11:46.620Z,40.3083333,-124.6871667,14.67,4.44,mw,52,233,0.3081,0.24,nc,nc72572665,2020-05-21T01:28:04.866Z,"46 km SW of Ferndale, California",earthquake,0.82,0.67,,4,reviewed,nc,nc
2016-01-02T13:46:06.500Z,36.277,-97.4544,6.501,3.1,ml,,42,,0.49,us,us10004avk,2016-03-28T22:09:33.040Z,"0 km N of Lucien, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2016-01-02T20:26:40.400Z,35.7431,-97.3569,6.662,3.3,mwr,,49,,0.25,us,us10004aww,2020-03-20T00:54:35.191Z,"8 km NNW of Arcadia, Oklahoma",earthquake,2.2,6.2,,8,reviewed,tul,slm
2016-01-02T21:04:34.500Z,36.2754,-97.4586,6.582,3.3,ml,,42,,0.55,us,us10004awy,2016-03-28T22:09:33.040Z,"0 km WNW of Lucien, Oklahoma",earthquake,3,7.5,,,reviewed,tul,tul
2016-01-03T15:35:23.944Z,41.8685,-119.6,10.7,4.1,ml,8,76.4,0.168,0.2164,nn,nn00525194,2020-05-21T01:41:14.913Z,"45 km E of Fort Bidwell, California",earthquake,,3.6,0.24,5,reviewed,nn,nn
2016-01-03T20:56:29.000Z,36.0702,-97.2056,9.838,3.1,ml,,58,,0.52,us,us10004b21,2020-03-20T00:54:53.477Z,"12 km NNE of Coyle, Oklahoma",earthquake,2.5,7,,,reviewed,tul,tul
2016-01-03T21:38:49.200Z,36.0695,-97.214,4.965,3.3,ml,,80,,0.72,us,us10004b27,2020-03-20T00:55:56.353Z,"12 km N of Coyle, Oklahoma",earthquake,3.2,7.8,,,reviewed,tul,tul
2016-01-03T21:55:48.161Z,41.8586,-119.6073,9.7,3.1,ml,8,75.92,0.169,0.1924,nn,nn00525237,2018-07-02T17:44:52.937Z,"45 km E of Fort Bidwell, California",earthquake,,4.6,0.37,5,reviewed,nn,nn
2016-01-03T23:49:00.660Z,41.8525,-119.6092,7.4,3.1,ml,5,75.62,0.172,0.1448,nn,nn00525256,2018-07-02T17:44:53.696Z,"45 km E of Fort Bidwell, California",earthquake,,10,0.39,5,reviewed,nn,nn
2016-01-04T01:04:59.671Z,41.8634,-119.6174,10,3.1,ml,8,76.14,0.16,0.2067,nn,nn00525272,2018-07-02T17:44:57.858Z,"44 km E of Fort Bidwell, California",earthquake,,5,0.36,5,reviewed,nn,nn
2016-01-04T09:45:04.100Z,36.0706,-97.2026,11.605,3.3,ml,,81,,0.53,us,us10004b5i,2016-03-28T22:09:36.040Z,"12 km NNE of Coyle, Oklahoma",earthquake,1.9,4.8,,,reviewed,tul,tul
2016-01-04T10:20:59.100Z,36.0727,-97.2042,10.367,3.4,ml,,64,,0.58,us,us10004b5k,2016-03-28T22:09:36.040Z,"13 km NNE of Coyle, Oklahoma",earthquake,4.2,7.7,,,reviewed,tul,tul
2016-01-04T12:23:24.500Z,36.0734,-97.2023,11.517,3.5,ml,,58,,0.77,us,us10004b62,2020-03-20T00:55:33.385Z,"13 km NNE of Coyle, Oklahoma",earthquake,2,4.9,,,reviewed,tul,tul
2016-01-04T12:43:02.500Z,36.0733,-97.201,9.143,3.4,ml,,58,,0.73,us,us10004b6a,2016-03-28T22:09:36.040Z,"13 km NNE of Coyle, Oklahoma",earthquake,1.6,4.4,,,reviewed,tul,tul
2016-01-04T16:04:33.570Z,41.4785,-99.468,5.69,3.5,mb_lg,,57,0.993,0.23,us,us10004b81,2016-03-28T22:09:37.040Z,"11 km NW of Westerville, Nebraska",earthquake,3.8,7,0.051,100,reviewed,us,us
2016-01-04T18:19:48.000Z,31.135,-116.723,7,3.5,ml,,,,0.91,us,us10004bwk,2016-03-29T21:29:52.636Z,"50 km WSW of San Vicente, Mexico",earthquake,4.5,2,,,reviewed,ecx,ecx
2016-01-06T01:17:05.400Z,35.6596,-97.3904,6.35,3,ml,,38,,0.49,us,us10004bnk,2020-03-20T00:56:14.817Z,"5 km W of Arcadia, Oklahoma",earthquake,1.7,5.4,,,reviewed,tul,tul
2016-01-06T06:19:25.300Z,36.4885,-98.7319,9.409,4,ml,,117,,1.08,us,us10004bpl,2016-03-28T22:09:40.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.8,6.6,,,reviewed,tul,tul
2016-01-06T06:51:39.200Z,35.6621,-97.3902,5.336,3.2,ml,,37,,0.56,us,us10004bps,2016-03-28T22:09:40.040Z,"5 km W of Arcadia, Oklahoma",earthquake,2.1,3.6,,,reviewed,tul,tul
2016-01-06T10:40:29.700Z,36.7302,-98.0189,6.336,3.2,ml,,74,,0.75,us,us10004bqx,2016-03-28T22:09:40.040Z,"7 km NNE of Nash, Oklahoma",earthquake,1.5,5.7,,,reviewed,tul,tul
2016-01-06T12:51:12.200Z,35.6618,-97.4121,5.076,3.2,ml,,37,,0.61,us,us10004bt8,2020-03-20T00:56:33.497Z,"6 km E of Edmond, Oklahoma",earthquake,1.3,5.4,,,reviewed,tul,tul
2016-01-06T14:42:34.880Z,33.9585,-116.8883333,16.67,4.39,mw,136,12,0.05405,0.18,ci,ci37510616,2020-05-21T00:58:48.907Z,"4km NNW of Banning, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2016-01-06T15:26:12.200Z,36.4892,-98.7304,7.195,3.9,ml,,98,,0.56,us,us10004bve,2016-03-28T22:09:41.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,4.4,7.5,,,reviewed,tul,tul
2016-01-07T02:15:07.700Z,35.6689,-97.4037,6.229,3.5,ml,,35,,0.46,us,us10004byj,2020-03-20T00:56:51.957Z,"6 km ENE of Edmond, Oklahoma",earthquake,4.6,6.9,,,reviewed,tul,tul
2016-01-07T03:07:10.200Z,36.4901,-98.7294,4.317,3.2,ml,,117,,0.57,us,us10004byu,2016-03-28T22:09:42.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.5,7.8,,,reviewed,tul,tul
2016-01-07T04:27:27.900Z,36.486,-98.7412,7.093,4.4,mwr,,117,,0.68,us,us10004bz1,2020-03-20T00:57:11.838Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.4,6.3,,25,reviewed,tul,slm
2016-01-07T04:27:57.600Z,36.4955,-98.7254,4.058,4.7,mww,,118,,0.99,us,us10004bz5,2020-07-10T14:57:32.165Z,"16 km SE of Waynoka, Oklahoma",earthquake,4.1,3.5,,,reviewed,tul,us
2016-01-07T04:49:47.100Z,36.4794,-98.7423,8.284,3.6,ml,,116,,0.58,us,us10004bz7,2016-03-28T22:09:42.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.6,7.5,,,reviewed,tul,tul
2016-01-07T05:19:47.500Z,36.4843,-98.7382,6.664,3.5,ml,,98,,0.59,us,us10004bze,2020-03-20T00:58:02.017Z,"16 km SE of Waynoka, Oklahoma",earthquake,2.1,5.7,,,reviewed,tul,tul
2016-01-07T05:37:48.500Z,36.4815,-98.7475,7.603,3.1,ml,,117,,0.41,us,us10004bzn,2016-03-28T22:09:43.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,2.2,7.1,,,reviewed,tul,tul
2016-01-07T05:49:52.430Z,40.2731667,-124.3395,16.95,4.31,mw,24,213,0.05856,0.14,nc,nc72574495,2020-05-21T01:28:57.504Z,"30 km SW of Scotia, California",earthquake,0.62,0.34,,6,reviewed,nc,nc
2016-01-07T06:03:28.900Z,36.5226,-98.6992,8.102,3.3,ml,,118,,0.49,us,us10004bzz,2016-03-28T22:09:43.040Z,"17 km ESE of Waynoka, Oklahoma",earthquake,3.2,7.6,,,reviewed,tul,tul
2016-01-07T06:38:33.800Z,36.4843,-98.7372,5.168,3.6,ml,,117,,0.47,us,us10004c06,2016-03-28T22:09:43.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.2,7.1,,,reviewed,tul,tul
2016-01-07T06:42:57.600Z,35.6574,-97.406,6.829,3,ml,,61,,0.61,us,us10004c07,2016-03-28T22:09:43.040Z,"6 km E of Edmond, Oklahoma",earthquake,1.2,4.9,,,reviewed,tul,tul
2016-01-07T08:02:30.900Z,36.5014,-98.723,8.714,3.4,ml,,119,,0.41,us,us10004c0z,2016-03-28T22:09:43.040Z,"16 km ESE of Waynoka, Oklahoma",earthquake,3,6.5,,,reviewed,tul,tul
2016-01-07T08:06:15.100Z,36.4755,-98.7549,8.698,3.9,ml,,117,,0.56,us,us10004c10,2016-03-28T22:09:43.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,1.9,5.8,,,reviewed,tul,tul
2016-01-07T08:29:28.830Z,40.278,-124.324,16.27,3.66,mw,23,223,0.04955,0.16,nc,nc72574520,2017-03-17T23:45:58.094Z,"29 km SW of Scotia, California",earthquake,0.74,0.35,,5,reviewed,nc,nc
2016-01-07T08:37:11.100Z,36.4754,-98.7342,6.647,4.4,mwr,,95,,0.6,us,us10004c1m,2016-03-28T22:09:44.040Z,"17 km SE of Waynoka, Oklahoma",earthquake,4.4,6.3,,25,reviewed,tul,slm
2016-01-07T10:12:52.300Z,36.4747,-98.7422,6.175,3.2,ml,,115,,0.34,us,us10004c2b,2016-03-28T22:09:44.040Z,"17 km SE of Waynoka, Oklahoma",earthquake,3,7.3,,,reviewed,tul,tul
2016-01-07T10:48:41.700Z,36.4805,-98.7499,7.891,3.8,ml,,117,,0.5,us,us10004c2m,2016-03-28T22:09:44.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,1.7,5.3,,,reviewed,tul,tul
2016-01-07T13:40:59.200Z,36.4819,-98.7491,9.828,3.7,ml,,117,,1.06,us,us10004c3g,2020-03-20T00:58:21.451Z,"16 km SE of Waynoka, Oklahoma",earthquake,4,7.5,,,reviewed,tul,tul
2016-01-07T18:00:26.300Z,36.4698,-98.7479,5.696,3.4,ml,,115,,0.47,us,us10004c6a,2016-03-28T22:09:45.040Z,"17 km SE of Waynoka, Oklahoma",earthquake,4.5,7.8,,,reviewed,tul,tul
2016-01-07T18:34:35.100Z,36.4707,-98.7527,9.378,3.4,ml,,96,,0.76,us,us10004c6c,2016-03-28T22:09:45.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,3.9,7.3,,,reviewed,tul,tul
2016-01-07T19:59:44.500Z,36.5024,-98.7108,5,3.7,mwr,,98,,0.86,us,us10004c72,2020-03-20T00:58:41.398Z,"17 km ESE of Waynoka, Oklahoma",earthquake,3.6,6.4,0.071,19,reviewed,tul,us
2016-01-08T00:10:03.600Z,36.4968,-98.7259,7.717,3,ml,,99,,0.55,us,us10004c8n,2016-03-30T02:27:48.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,2.7,7.2,,,reviewed,tul,tul
2016-01-08T01:53:30.800Z,36.4919,-98.7296,7.703,3,ml,,117,,0.32,us,us10004c9s,2016-03-30T02:27:48.040Z,"Oklahoma",earthquake,4.1,7.9,,,reviewed,tul,tul
2016-01-08T05:37:45.100Z,36.7064,-97.6317,5.33,3.5,ml,,55,,0.57,us,us10004cb6,2016-03-30T02:27:48.040Z,"6 km WNW of Lamont, Oklahoma",earthquake,1.6,7.9,,,reviewed,tul,tul
2016-01-08T05:49:44.700Z,36.3087,-96.6483,6.768,3,ml,,75,,0.5,us,us10004cb9,2016-03-30T02:27:48.040Z,"7 km NNE of Maramec, Oklahoma",earthquake,1.4,4.6,,,reviewed,tul,tul
2016-01-08T09:54:40.900Z,36.7305,-98.0145,6.145,3.1,ml,,74,,0.69,us,us10004cbr,2016-03-30T02:27:48.040Z,"7 km NNE of Nash, Oklahoma",earthquake,1.8,6.7,,,reviewed,tul,tul
2016-01-08T13:36:29.000Z,36.5137,-98.7184,10.447,3.8,mwr,,101,,0.73,us,us10004cck,2016-03-30T02:27:49.040Z,"16 km ESE of Waynoka, Oklahoma",earthquake,1.7,5.2,0.066,22,reviewed,tul,us
2016-01-08T14:01:56.100Z,36.5095,-98.7148,7.532,3.9,ml,,119,,0.88,us,us10004ccn,2016-03-30T02:27:49.040Z,"16 km ESE of Waynoka, Oklahoma",earthquake,2.9,6.1,,,reviewed,tul,tul
2016-01-08T16:46:49.200Z,36.4905,-98.7306,7.465,3,ml,,117,,0.53,us,us10004cdd,2016-03-30T02:27:49.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,2.6,7.5,,,reviewed,tul,tul
2016-01-08T16:57:48.800Z,36.5866,-98.4054,7.407,3.1,ml,,57,,0.28,us,us10004cdm,2016-03-30T02:27:49.040Z,"5 km E of Carmen, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2016-01-08T17:08:42.800Z,36.711,-98.4298,3.629,3.1,ml,,83,,0.73,us,us10004cdn,2016-03-30T02:27:49.040Z,"3 km N of Lambert, Oklahoma",earthquake,1.8,6.6,,,reviewed,tul,tul
2016-01-08T17:50:04.100Z,36.5072,-98.7123,7.828,3.5,ml,,119,,0.53,us,us10004cea,2016-03-30T02:27:49.040Z,"17 km ESE of Waynoka, Oklahoma",earthquake,3.6,5.1,,,reviewed,tul,tul
2016-01-08T18:43:14.600Z,35.6632,-97.3914,6.675,3.5,ml,,37,,0.74,us,us10004cef,2020-03-20T00:59:06.017Z,"5 km W of Arcadia, Oklahoma",earthquake,1.8,2.5,,,reviewed,tul,tul
